ons_dataset_id,ons_version,ons_release_date,v4_0,mmm-yy,Time,uk-only,Geography,cpih1dim1aggid,Aggregate
cpih01,67,2026-02-18T00:00:00.000Z,141.5,Sep-25,Sep-25,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
cpih01,67,2026-02-18T00:00:00.000Z,110.5,Sep-25,Sep-25,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling
cpih01,67,2026-02-18T00:00:00.000Z,134.7,Sep-25,Sep-25,K02000001,United Kingdom,CP0213,02.1.3 Beer
cpih01,67,2026-02-18T00:00:00.000Z,148.4,Sep-25,Sep-25,K02000001,United Kingdom,CP124,12.4 Social protection
cpih01,67,2026-02-18T00:00:00.000Z,150.8,Sep-25,Sep-25,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
cpih01,67,2026-02-18T00:00:00.000Z,131.6,Sep-25,Sep-25,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
cpih01,67,2026-02-18T00:00:00.000Z,141.0,Sep-25,Sep-25,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
cpih01,67,2026-02-18T00:00:00.000Z,160.9,Sep-25,Sep-25,K02000001,United Kingdom,CP073,07.3 Transport services
cpih01,67,2026-02-18T00:00:00.000Z,140.5,Sep-25,Sep-25,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products
cpih01,67,2026-02-18T00:00:00.000Z,151.8,Sep-25,Sep-25,K02000001,United Kingdom,CP11,11 Restaurants and hotels
cpih01,67,2026-02-18T00:00:00.000Z,127.0,Sep-25,Sep-25,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers"
cpih01,67,2026-02-18T00:00:00.000Z,131.2,Sep-25,Sep-25,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
cpih01,67,2026-02-18T00:00:00.000Z,171.7,Sep-25,Sep-25,K02000001,United Kingdom,CP125,12.5 Insurance
cpih01,67,2026-02-18T00:00:00.000Z,135.7,Sep-25,Sep-25,K02000001,United Kingdom,CP0112,01.1.2 Meat
cpih01,67,2026-02-18T00:00:00.000Z,103.5,Sep-25,Sep-25,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
cpih01,67,2026-02-18T00:00:00.000Z,159.4,Sep-25,Sep-25,K02000001,United Kingdom,CP096,09.6 Package holidays
cpih01,67,2026-02-18T00:00:00.000Z,182.9,Sep-25,Sep-25,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance
cpih01,67,2026-02-18T00:00:00.000Z,161.0,Sep-25,Sep-25,K02000001,United Kingdom,CP063,06.3 Hospital services
cpih01,67,2026-02-18T00:00:00.000Z,74.5,Sep-25,Sep-25,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
cpih01,67,2026-02-18T00:00:00.000Z,169.5,Sep-25,Sep-25,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
cpih01,67,2026-02-18T00:00:00.000Z,122.6,Sep-25,Sep-25,K02000001,United Kingdom,CP123,12.3 Personal effects (nec)
cpih01,67,2026-02-18T00:00:00.000Z,210.6,Sep-25,Sep-25,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals
cpih01,67,2026-02-18T00:00:00.000Z,140.6,Sep-25,Sep-25,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
cpih01,67,2026-02-18T00:00:00.000Z,174.9,Sep-25,Sep-25,K02000001,United Kingdom,CP0724,07.2.4 Other services
cpih01,67,2026-02-18T00:00:00.000Z,135.1,Sep-25,Sep-25,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
cpih01,67,2026-02-18T00:00:00.000Z,165.5,Sep-25,Sep-25,K02000001,United Kingdom,CP0441,04.4.1 Water supply
cpih01,67,2026-02-18T00:00:00.000Z,129.6,Sep-25,Sep-25,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
cpih01,67,2026-02-18T00:00:00.000Z,189.2,Sep-25,Sep-25,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats
cpih01,67,2026-02-18T00:00:00.000Z,121.4,Sep-25,Sep-25,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling
cpih01,67,2026-02-18T00:00:00.000Z,146.7,Sep-25,Sep-25,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs"
cpih01,67,2026-02-18T00:00:00.000Z,107.1,Sep-25,Sep-25,K02000001,United Kingdom,CP0915,09.1.5 Repair of audio-visual equipment and related products
cpih01,67,2026-02-18T00:00:00.000Z,152.6,Sep-25,Sep-25,K02000001,United Kingdom,CP0622,06.2.2 Dental services
cpih01,67,2026-02-18T00:00:00.000Z,79.6,Aug-25,Aug-25,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures
cpih01,67,2026-02-18T00:00:00.000Z,132.1,Aug-25,Aug-25,K02000001,United Kingdom,CP0113,01.1.3 Fish
cpih01,67,2026-02-18T00:00:00.000Z,150.8,Aug-25,Aug-25,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
cpih01,67,2026-02-18T00:00:00.000Z,126.2,Aug-25,Aug-25,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance"
cpih01,67,2026-02-18T00:00:00.000Z,122.7,Aug-25,Aug-25,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances
cpih01,67,2026-02-18T00:00:00.000Z,130.7,Aug-25,Aug-25,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
cpih01,67,2026-02-18T00:00:00.000Z,133.5,Aug-25,Aug-25,K02000001,United Kingdom,CP0213,02.1.3 Beer
cpih01,67,2026-02-18T00:00:00.000Z,149.6,Aug-25,Aug-25,K02000001,United Kingdom,CP111,11.1 Catering services
cpih01,67,2026-02-18T00:00:00.000Z,122.6,Aug-25,Aug-25,K02000001,United Kingdom,CP123,12.3 Personal effects (nec)
cpih01,67,2026-02-18T00:00:00.000Z,147.2,Aug-25,Aug-25,K02000001,United Kingdom,CP0452,04.5.2 Gas
cpih01,67,2026-02-18T00:00:00.000Z,132.3,Aug-25,Aug-25,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment"
cpih01,67,2026-02-18T00:00:00.000Z,134.5,Aug-25,Aug-25,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
cpih01,67,2026-02-18T00:00:00.000Z,140.6,Aug-25,Aug-25,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
cpih01,67,2026-02-18T00:00:00.000Z,132.5,Aug-25,Aug-25,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
cpih01,67,2026-02-18T00:00:00.000Z,189.3,Aug-25,Aug-25,K02000001,United Kingdom,CP0451,04.5.1 Electricity
cpih01,67,2026-02-18T00:00:00.000Z,140.9,Aug-25,Aug-25,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
cpih01,67,2026-02-18T00:00:00.000Z,146.8,Aug-25,Aug-25,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services"
cpih01,67,2026-02-18T00:00:00.000Z,138.9,Aug-25,Aug-25,K02000001,United Kingdom,CP00,Overall Index
cpih01,67,2026-02-18T00:00:00.000Z,135.7,Aug-25,Aug-25,K02000001,United Kingdom,CP0112,01.1.2 Meat
cpih01,67,2026-02-18T00:00:00.000Z,137.5,Aug-25,Aug-25,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings
cpih01,67,2026-02-18T00:00:00.000Z,84.5,Aug-25,Aug-25,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment"
cpih01,67,2026-02-18T00:00:00.000Z,148.1,Aug-25,Aug-25,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
cpih01,67,2026-02-18T00:00:00.000Z,107.0,Aug-25,Aug-25,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies"
cpih01,67,2026-02-18T00:00:00.000Z,124.3,Aug-25,Aug-25,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
cpih01,67,2026-02-18T00:00:00.000Z,133.0,Aug-25,Aug-25,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing
cpih01,67,2026-02-18T00:00:00.000Z,145.3,Aug-25,Aug-25,K02000001,United Kingdom,CP10,10 Education
cpih01,67,2026-02-18T00:00:00.000Z,148.1,Aug-25,Aug-25,K02000001,United Kingdom,CP124,12.4 Social protection
cpih01,67,2026-02-18T00:00:00.000Z,115.5,Aug-25,Aug-25,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods
cpih01,67,2026-02-18T00:00:00.000Z,144.8,Aug-25,Aug-25,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments
cpih01,67,2026-02-18T00:00:00.000Z,146.9,Aug-25,Aug-25,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs"
cpih01,67,2026-02-18T00:00:00.000Z,150.2,Aug-25,Aug-25,K02000001,United Kingdom,CP0951,09.5.1 Books
cpih01,67,2026-02-18T00:00:00.000Z,138.8,Aug-25,Aug-25,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories
cpih01,67,2026-02-18T00:00:00.000Z,233.8,Aug-25,Aug-25,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air
cpih01,67,2026-02-18T00:00:00.000Z,174.8,Aug-25,Aug-25,K02000001,United Kingdom,CP0724,07.2.4 Other services
cpih01,67,2026-02-18T00:00:00.000Z,158.9,Aug-25,Aug-25,K02000001,United Kingdom,CP096,09.6 Package holidays
cpih01,67,2026-02-18T00:00:00.000Z,139.8,Aug-25,Aug-25,K02000001,United Kingdom,CP06,06 Health
cpih01,67,2026-02-18T00:00:00.000Z,138.5,Aug-25,Aug-25,K02000001,United Kingdom,CP062,06.2 Out-patient services
cpih01,67,2026-02-18T00:00:00.000Z,135.1,Aug-25,Aug-25,K02000001,United Kingdom,CP09,09 Recreation and culture
cpih01,67,2026-02-18T00:00:00.000Z,141.6,Aug-25,Aug-25,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals
cpih01,67,2026-02-18T00:00:00.000Z,143.5,Aug-25,Aug-25,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
cpih01,67,2026-02-18T00:00:00.000Z,144.9,Aug-25,Aug-25,K02000001,United Kingdom,CP0942,09.4.2 Cultural services
cpih01,67,2026-02-18T00:00:00.000Z,138.5,Aug-25,Aug-25,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
cpih01,67,2026-02-18T00:00:00.000Z,118.2,Aug-25,Aug-25,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care
cpih01,67,2026-02-18T00:00:00.000Z,165.5,Aug-25,Aug-25,K02000001,United Kingdom,CP0441,04.4.1 Water supply
cpih01,67,2026-02-18T00:00:00.000Z,104.3,Aug-25,Aug-25,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects
cpih01,67,2026-02-18T00:00:00.000Z,112.2,Aug-25,Aug-25,K02000001,United Kingdom,CP0711N2,07.1.1.2 Second-hand motor cars
cpih01,67,2026-02-18T00:00:00.000Z,121.5,Aug-25,Aug-25,K02000001,United Kingdom,CP0312,03.1.2 Garments
cpih01,67,2026-02-18T00:00:00.000Z,152.7,Aug-25,Aug-25,K02000001,United Kingdom,CP0914,09.1.4 Recording media
cpih01,67,2026-02-18T00:00:00.000Z,200.5,Aug-25,Aug-25,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
cpih01,67,2026-02-18T00:00:00.000Z,145.1,Aug-25,Aug-25,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
cpih01,67,2026-02-18T00:00:00.000Z,97.0,Aug-25,Aug-25,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products
cpih01,67,2026-02-18T00:00:00.000Z,124.4,Aug-25,Aug-25,K02000001,United Kingdom,CP121,12.1 Personal care
cpih01,67,2026-02-18T00:00:00.000Z,151.8,Aug-25,Aug-25,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels
cpih01,67,2026-02-18T00:00:00.000Z,139.9,Aug-25,Aug-25,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment
cpih01,67,2026-02-18T00:00:00.000Z,136.7,Aug-25,Aug-25,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings
cpih01,67,2026-02-18T00:00:00.000Z,126.1,Aug-25,Aug-25,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers"
cpih01,67,2026-02-18T00:00:00.000Z,161.0,Aug-25,Aug-25,K02000001,United Kingdom,CP063,06.3 Hospital services
cpih01,67,2026-02-18T00:00:00.000Z,142.4,Aug-25,Aug-25,K02000001,United Kingdom,CP011,01.1 Food
cpih01,67,2026-02-18T00:00:00.000Z,124.1,Aug-25,Aug-25,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
cpih01,67,2026-02-18T00:00:00.000Z,175.2,Aug-25,Aug-25,K02000001,United Kingdom,CP081,08.1 Postal services
cpih01,67,2026-02-18T00:00:00.000Z,171.1,Aug-25,Aug-25,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels"
cpih01,67,2026-02-18T00:00:00.000Z,118.3,Aug-25,Aug-25,K02000001,United Kingdom,CP03,03 Clothing and footwear
cpih01,67,2026-02-18T00:00:00.000Z,156.9,Aug-25,Aug-25,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery"
cpih01,67,2026-02-18T00:00:00.000Z,208.9,Aug-25,Aug-25,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals
cpih01,67,2026-02-18T00:00:00.000Z,120.6,Aug-25,Aug-25,K02000001,United Kingdom,CP0212,02.1.2 Wine
cpih01,67,2026-02-18T00:00:00.000Z,143.2,Aug-25,Aug-25,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages
cpih01,67,2026-02-18T00:00:00.000Z,164.0,Aug-25,Aug-25,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
cpih01,67,2026-02-18T00:00:00.000Z,129.3,Aug-25,Aug-25,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
cpih01,67,2026-02-18T00:00:00.000Z,119.6,Aug-25,Aug-25,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs"
cpih01,67,2026-02-18T00:00:00.000Z,121.3,Aug-25,Aug-25,K02000001,United Kingdom,CP0211,02.1.1 Spirits
cpih01,67,2026-02-18T00:00:00.000Z,121.6,Aug-25,Aug-25,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling
cpih01,67,2026-02-18T00:00:00.000Z,152.7,Aug-25,Aug-25,K02000001,United Kingdom,CP049,04.9 Council Tax and rates
cpih01,67,2026-02-18T00:00:00.000Z,129.2,Aug-25,Aug-25,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance
cpih01,67,2026-02-18T00:00:00.000Z,156.3,Aug-25,Aug-25,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco
cpih01,67,2026-02-18T00:00:00.000Z,146.5,Aug-25,Aug-25,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
cpih01,67,2026-02-18T00:00:00.000Z,190.7,Aug-25,Aug-25,K02000001,United Kingdom,CP022,02.2 Tobacco
cpih01,67,2026-02-18T00:00:00.000Z,170.2,Aug-25,Aug-25,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
cpih01,67,2026-02-18T00:00:00.000Z,181.6,Aug-25,Aug-25,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance
cpih01,67,2026-02-18T00:00:00.000Z,102.6,Aug-25,Aug-25,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
cpih01,67,2026-02-18T00:00:00.000Z,133.6,Aug-25,Aug-25,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials"
cpih01,67,2026-02-18T00:00:00.000Z,132.1,Aug-25,Aug-25,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
cpih01,67,2026-02-18T00:00:00.000Z,109.7,Aug-25,Aug-25,K02000001,United Kingdom,CP127,12.7 Other services (nec)
cpih01,67,2026-02-18T00:00:00.000Z,155.7,Aug-25,Aug-25,K02000001,United Kingdom,CP112,11.2 Accommodation services
cpih01,67,2026-02-18T00:00:00.000Z,139.8,Aug-25,Aug-25,K02000001,United Kingdom,CP0711N1,07.1.1.1 New motor cars
cpih01,67,2026-02-18T00:00:00.000Z,190.8,Aug-25,Aug-25,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats
cpih01,67,2026-02-18T00:00:00.000Z,107.1,Aug-25,Aug-25,K02000001,United Kingdom,CP0915,09.1.5 Repair of audio-visual equipment and related products
cpih01,67,2026-02-18T00:00:00.000Z,142.5,Aug-25,Aug-25,K02000001,United Kingdom,CP08,08 Communication
cpih01,67,2026-02-18T00:00:00.000Z,115.8,Aug-25,Aug-25,K02000001,United Kingdom,CP052,05.2 Household textiles
cpih01,67,2026-02-18T00:00:00.000Z,149.5,Aug-25,Aug-25,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
cpih01,67,2026-02-18T00:00:00.000Z,163.4,Aug-25,Aug-25,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
cpih01,67,2026-02-18T00:00:00.000Z,122.6,Aug-25,Aug-25,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motocycles and bicycles
cpih01,67,2026-02-18T00:00:00.000Z,164.4,Aug-25,Aug-25,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling
cpih01,67,2026-02-18T00:00:00.000Z,120.0,Aug-25,Aug-25,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation
cpih01,67,2026-02-18T00:00:00.000Z,109.5,Aug-25,Aug-25,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils"
cpih01,67,2026-02-18T00:00:00.000Z,152.0,Aug-25,Aug-25,K02000001,United Kingdom,CP0622,06.2.2 Dental services
cpih01,67,2026-02-18T00:00:00.000Z,148.8,Aug-25,Aug-25,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
cpih01,67,2026-02-18T00:00:00.000Z,122.5,Aug-25,Aug-25,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants
cpih01,67,2026-02-18T00:00:00.000Z,151.1,Aug-25,Aug-25,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs
cpih01,67,2026-02-18T00:00:00.000Z,141.7,Aug-25,Aug-25,K02000001,United Kingdom,CP07,07 Transport
cpih01,67,2026-02-18T00:00:00.000Z,140.6,Aug-25,Aug-25,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
cpih01,67,2026-02-18T00:00:00.000Z,145.6,Aug-25,Aug-25,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
cpih01,67,2026-02-18T00:00:00.000Z,124.2,Aug-25,Aug-25,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets"
cpih01,67,2026-02-18T00:00:00.000Z,110.4,Aug-25,Aug-25,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling
cpih01,67,2026-02-18T00:00:00.000Z,113.9,Aug-25,Aug-25,K02000001,United Kingdom,CP1112,11.1.2 Canteens
cpih01,67,2026-02-18T00:00:00.000Z,120.0,Aug-25,Aug-25,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden
cpih01,67,2026-02-18T00:00:00.000Z,133.3,Aug-25,Aug-25,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
cpih01,67,2026-02-18T00:00:00.000Z,156.0,Aug-25,Aug-25,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing"
cpih01,67,2026-02-18T00:00:00.000Z,120.1,Aug-25,Aug-25,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment
cpih01,67,2026-02-18T00:00:00.000Z,113.7,Aug-25,Aug-25,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories
cpih01,67,2026-02-18T00:00:00.000Z,134.8,Aug-25,Aug-25,K02000001,United Kingdom,CP0116,01.1.6 Fruit
cpih01,67,2026-02-18T00:00:00.000Z,121.4,Aug-25,Aug-25,K02000001,United Kingdom,CP031,03.1 Clothing
cpih01,67,2026-02-18T00:00:00.000Z,139.6,Aug-25,Aug-25,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products
cpih01,67,2026-02-18T00:00:00.000Z,123.6,Aug-25,Aug-25,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services
cpih01,67,2026-02-18T00:00:00.000Z,151.0,Aug-25,Aug-25,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes
cpih01,67,2026-02-18T00:00:00.000Z,92.4,Aug-25,Aug-25,K02000001,United Kingdom,CP126,12.6 Financial services (nec)
cpih01,67,2026-02-18T00:00:00.000Z,119.9,Aug-25,Aug-25,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods
cpih01,67,2026-02-18T00:00:00.000Z,137.1,Aug-25,Aug-25,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets"
cpih01,67,2026-02-18T00:00:00.000Z,154.3,Aug-25,Aug-25,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec)
cpih01,67,2026-02-18T00:00:00.000Z,179.9,Aug-25,Aug-25,K02000001,United Kingdom,CP073,07.3 Transport services
cpih01,67,2026-02-18T00:00:00.000Z,75.2,Aug-25,Aug-25,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
cpih01,67,2026-02-18T00:00:00.000Z,171.6,Aug-25,Aug-25,K02000001,United Kingdom,CP125,12.5 Insurance
cpih01,67,2026-02-18T00:00:00.000Z,150.7,Aug-25,Aug-25,K02000001,United Kingdom,CP11,11 Restaurants and hotels
cpih01,67,2026-02-18T00:00:00.000Z,148.4,Jul-25,Jul-25,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
cpih01,67,2026-02-18T00:00:00.000Z,124.1,Jul-25,Jul-25,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
cpih01,67,2026-02-18T00:00:00.000Z,171.2,Jul-25,Jul-25,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels"
cpih01,67,2026-02-18T00:00:00.000Z,141.9,Jul-25,Jul-25,K02000001,United Kingdom,CP011,01.1 Food
cpih01,67,2026-02-18T00:00:00.000Z,146.5,Jul-25,Jul-25,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
cpih01,67,2026-02-18T00:00:00.000Z,122.0,Jul-25,Jul-25,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants
cpih01,67,2026-02-18T00:00:00.000Z,168.7,Jul-25,Jul-25,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
cpih01,67,2026-02-18T00:00:00.000Z,135.7,Jul-25,Jul-25,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets"
cpih01,67,2026-02-18T00:00:00.000Z,147.0,Jul-25,Jul-25,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
cpih01,67,2026-02-18T00:00:00.000Z,150.8,Jul-25,Jul-25,K02000001,United Kingdom,CP0622,06.2.2 Dental services
cpih01,67,2026-02-18T00:00:00.000Z,132.0,Jul-25,Jul-25,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
cpih01,67,2026-02-18T00:00:00.000Z,132.7,Jul-25,Jul-25,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing
cpih01,67,2026-02-18T00:00:00.000Z,139.5,Jul-25,Jul-25,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
cpih01,67,2026-02-18T00:00:00.000Z,117.2,Jul-25,Jul-25,K02000001,United Kingdom,CP03,03 Clothing and footwear
cpih01,67,2026-02-18T00:00:00.000Z,175.4,Jul-25,Jul-25,K02000001,United Kingdom,CP081,08.1 Postal services
cpih01,67,2026-02-18T00:00:00.000Z,140.2,Jul-25,Jul-25,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
cpih01,67,2026-02-18T00:00:00.000Z,109.5,Jul-25,Jul-25,K02000001,United Kingdom,CP127,12.7 Other services (nec)
cpih01,67,2026-02-18T00:00:00.000Z,144.3,Jul-25,Jul-25,K02000001,United Kingdom,CP0942,09.4.2 Cultural services
cpih01,67,2026-02-18T00:00:00.000Z,120.3,Jul-25,Jul-25,K02000001,United Kingdom,CP0211,02.1.1 Spirits
cpih01,67,2026-02-18T00:00:00.000Z,144.2,Jul-25,Jul-25,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
cpih01,67,2026-02-18T00:00:00.000Z,110.4,Jul-25,Jul-25,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling
cpih01,67,2026-02-18T00:00:00.000Z,130.9,Jul-25,Jul-25,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
cpih01,67,2026-02-18T00:00:00.000Z,119.8,Jul-25,Jul-25,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment
cpih01,67,2026-02-18T00:00:00.000Z,176.7,Jul-25,Jul-25,K02000001,United Kingdom,CP073,07.3 Transport services
cpih01,67,2026-02-18T00:00:00.000Z,141.1,Jul-25,Jul-25,K02000001,United Kingdom,CP07,07 Transport
cpih01,67,2026-02-18T00:00:00.000Z,163.4,Jul-25,Jul-25,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
cpih01,67,2026-02-18T00:00:00.000Z,134.0,Jul-25,Jul-25,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
cpih01,67,2026-02-18T00:00:00.000Z,160.8,Jul-25,Jul-25,K02000001,United Kingdom,CP063,06.3 Hospital services
cpih01,67,2026-02-18T00:00:00.000Z,138.5,Jul-25,Jul-25,K02000001,United Kingdom,CP00,Overall Index
cpih01,67,2026-02-18T00:00:00.000Z,151.7,Jul-25,Jul-25,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels
cpih01,67,2026-02-18T00:00:00.000Z,137.9,Jul-25,Jul-25,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
cpih01,67,2026-02-18T00:00:00.000Z,125.3,Jul-25,Jul-25,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance"
cpih01,67,2026-02-18T00:00:00.000Z,119.7,Jul-25,Jul-25,K02000001,United Kingdom,CP0212,02.1.2 Wine
cpih01,67,2026-02-18T00:00:00.000Z,187.8,Jul-25,Jul-25,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
cpih01,67,2026-02-18T00:00:00.000Z,102.1,Jul-25,Jul-25,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
cpih01,67,2026-02-18T00:00:00.000Z,75.2,Jul-25,Jul-25,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
cpih01,67,2026-02-18T00:00:00.000Z,142.6,Jul-25,Jul-25,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages
cpih01,67,2026-02-18T00:00:00.000Z,134.7,Jul-25,Jul-25,K02000001,United Kingdom,CP09,09 Recreation and culture
cpih01,67,2026-02-18T00:00:00.000Z,133.3,Jul-25,Jul-25,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
